ID;Prioridad_proceso;Tipo_trabajo;Capacidad_y_brecha;Actores;Relacion_otros_modulos;Criterio_aceptacion;Prueba;Dependencia
CFG-01;Media;Completar cobertura funcional;"Datos empresariales. Empresa y plantillas se guardan; falta comprobar que alimenten documentos efectivamente emitibles y se reflejen al reimprimir.";Admin o permiso configuracion;"configuracion_sistema; areas_trabajo; cuentas_bancarias; catálogos constantes";"Se conservan nombre, RFC, dirección, teléfono, email y texto de nota de entrega; se reflejan en documentos emitidos después del cambio.";"E2E-31: Se conservan nombre, RFC, dirección, teléfono, email y texto de nota de entrega; se reflejan en documentos emitidos después del cambio.";"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-14 para la variante indicada; no bloquea otras comprobaciones. Resolver la brecha documentada antes de aceptar el resultado integral."
CFG-02;Media;Completar cobertura funcional;"TC e IVA global. TC editable y configuración contiene IVA default; no hay propagación demostrada a todos los módulos ni controles globales equivalentes 8/16 en UI.";Admin o permiso configuracion;"configuracion_sistema; areas_trabajo; cuentas_bancarias; catálogos constantes";"Se permiten TC MXN/USD y fecha, tasa IVA porcentual y accesos 8%/16%. Verificar alcance efectivo en cada módulo objetivo; la existencia del ajuste no prueba por sí sola aplicación universal en el ZIP.";"E2E-02: Se permiten TC MXN/USD y fecha, tasa IVA porcentual y accesos 8%/16%. Verificar alcance efectivo en cada módulo objetivo; la existencia del ajuste no prueba por sí sola aplicación universal en el ZIP.";"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-16 para la variante indicada; no bloquea otras comprobaciones. Resolver la brecha documentada antes de aceptar el resultado integral."
CFG-03;Media;Completar cobertura funcional;"Cuentas de cobro. CRUD/activación de cuentas bancarias disponible; no se consume al registrar pagos y no equivale a catálogo de métodos de cobro de referencia.";Admin o permiso configuracion;"configuracion_sistema; areas_trabajo; cuentas_bancarias; catálogos constantes";Se configura nombre, banco y tipo transferencia/efectivo/cheque/tarjeta para seleccionar en pagos. La cuenta es distinta de la referencia del movimiento.;E2E-28: Se configura nombre, banco y tipo transferencia/efectivo/cheque/tarjeta para seleccionar en pagos. La cuenta es distinta de la referencia del movimiento.;"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-08 para la variante indicada; no bloquea otras comprobaciones. Resolver la brecha documentada antes de aceptar el resultado integral."
CFG-04;Media;Completar cobertura funcional;Continuidad de folios. Hay generadores de folio y secuencias, pero Configuración no permite consultar/ajustar último y siguiente folio mensual para continuidad histórica.;Admin o permiso configuracion;"configuracion_sistema; areas_trabajo; cuentas_bancarias; catálogos constantes";"Se consulta mes, último generado y siguiente ID y se ajusta el último número usado; el siguiente folio conserva continuidad.";"E2E-14: Se consulta mes, último generado y siguiente ID y se ajusta el último número usado; el siguiente folio conserva continuidad.";"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-01 para la variante indicada; no bloquea otras comprobaciones. Resolver la brecha documentada antes de aceptar el resultado integral."
CFG-05;Media;Completar cobertura funcional;Usuarios de taller. Usuarios/PIN y permisos existen en servidor, pero Configuración no ofrece alta/edición/desactivación operativa de usuarios de taller.;Admin o permiso configuracion;"configuracion_sistema; areas_trabajo; cuentas_bancarias; catálogos constantes";"Se registran nombre, PIN y rol operador, se evita duplicar PIN registrado y se puede eliminar del catálogo; no hay en el ZIP una matriz configurable de vendedor/gerente/contador.";"E2E-31: Se registran nombre, PIN y rol operador, se evita duplicar PIN registrado y se puede eliminar del catálogo; no hay en el ZIP una matriz configurable de vendedor/gerente/contador.";Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver la brecha documentada antes de aceptar el resultado integral.
CFG-06;Media;Completar cobertura funcional;"Áreas y procesos. Áreas con color, tarifa y condición externa son editables; no hay CRUD de procesos/subáreas enlazado a listas de comercial y planeación, que usa áreas fijas.";Admin o permiso configuracion;"configuracion_sistema; areas_trabajo; cuentas_bancarias; catálogos constantes";"Se agregan, renombran y retiran áreas, colores y procesos; se marca área externa; esos catálogos alimentan cotizaciones y producción.";"E2E-31: Se agregan, renombran y retiran áreas, colores y procesos; se marca área externa; esos catálogos alimentan cotizaciones y producción.";"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-13 para la variante indicada; no bloquea otras comprobaciones. Resolver la brecha documentada antes de aceptar el resultado integral."
CFG-07;Media;Completar cobertura funcional;"Etiquetas comerciales. No se encontró CRUD de etiquetas de colores ni editor múltiple de asignación; campo etiquetas en contrato no demuestra capacidad.";Admin o permiso configuracion;"configuracion_sistema; areas_trabajo; cuentas_bancarias; catálogos constantes";"Se agregan, renombran y retiran etiquetas con color de texto/fondo y previsualización; se pueden aplicar varias por RFQ.";"E2E-06: Se agregan, renombran y retiran etiquetas con color de texto/fondo y previsualización; se pueden aplicar varias por RFQ.";Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver la brecha documentada antes de aceptar el resultado integral.
CFG-08;Media;Completar cobertura funcional;"Tiers comerciales. Tiers y umbrales son constantes y asignación manual existe; no se encontró CRUD de umbrales/descuentos/colores configurable.";Admin o permiso configuracion;"configuracion_sistema; areas_trabajo; cuentas_bancarias; catálogos constantes";"Se agregan, editan o retiran tiers con nombre, consumo mínimo de tres meses, descuento y color; se conserva al menos un nivel.";"E2E-04: Se agregan, editan o retiran tiers con nombre, consumo mínimo de tres meses, descuento y color; se conserva al menos un nivel.";Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver la brecha documentada antes de aceptar el resultado integral.
CFG-09;Media;Completar cobertura funcional;"Categorías de gasto. Gastos usa categorías definidas en código; Configuración no presenta alta/retiro de categorías de negocio.";Admin o permiso configuracion;"configuracion_sistema; areas_trabajo; cuentas_bancarias; catálogos constantes";Se agregan y retiran categorías que luego se ofrecen al capturar o filtrar gastos.;E2E-29: Se agregan y retiran categorías que luego se ofrecen al capturar o filtrar gastos.;Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver la brecha documentada antes de aceptar el resultado integral.
CFG-10;Media;Completar cobertura funcional;"Tarifas de cotizador. Solo cinco parámetros generales del cotizador disponibles; faltan tarifas específicas y consumidor de fórmulas técnicas. Dependencia de historial de la base no se impone al objetivo.";Admin o permiso configuracion;"configuracion_sistema; areas_trabajo; cuentas_bancarias; catálogos constantes";"Se editan tarifas de máquina/setup, gases/consumo, productividad de doblado, longitud máxima, segundo operario, fresas/vida útil y mano de obra/soldadura/consumibles/acabados. El bloque del ZIP depende de que haya historial; no asumir que todos los parámetros expuestos intervienen en la fórmula.";"E2E-11: Se editan tarifas de máquina/setup, gases/consumo, productividad de doblado, longitud máxima, segundo operario, fresas/vida útil y mano de obra/soldadura/consumibles/acabados. El bloque del ZIP depende de que haya historial; no asumir que todos los parámetros expuestos intervienen en la fórmula.";"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-12 para la variante indicada; no bloquea otras comprobaciones. Resolver la brecha documentada antes de aceptar el resultado integral."
CFG-11;Media;Completar cobertura funcional;"Catálogos iniciales de referencia. Recursos, áreas y capacidades tienen modelo propio; equivalencia de nombres y equipos de referencia requiere mapa de negocio y datos de prueba, no copiar constantes.";Admin o permiso configuracion;"configuracion_sistema; areas_trabajo; cuentas_bancarias; catálogos constantes";"Se reconocen Láser Fibra, Láser CO2, Dobladora, CNC Router y Fabricación, con capacidad/color en datos; áreas por defecto Sheet Metal, Taller, Acabados y EXT. No se evidencia un formulario completo de CRUD de máquinas.";"E2E-31: Se reconocen Láser Fibra, Láser CO2, Dobladora, CNC Router y Fabricación, con capacidad/color en datos; áreas por defecto Sheet Metal, Taller, Acabados y EXT. No se evidencia un formulario completo de CRUD de máquinas.";"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-13 para la variante indicada; no bloquea otras comprobaciones. Resolver la brecha documentada antes de aceptar el resultado integral."
CFG-12;Media;Resolver decisión de negocio;"Consolidación de datos heredados. No se encontró consolidación histórica de negocio con previsualización y reconciliación de AR; migraciones SQL de estructura no equivalen a esa capacidad. Decidir soporte histórico.";Admin o permiso configuracion;"configuracion_sistema; areas_trabajo; cuentas_bancarias; catálogos constantes";La interfaz presenta conteos y confirmación, guarda registros actuales/configuración y contempla crear AR borradores faltantes para órdenes comerciales elegibles. La migración es una capacidad de soporte, no un paso diario ni una acción a ejecutar durante esta auditoría.;E2E-14: La interfaz presenta conteos y confirmación, guarda registros actuales/configuración y contempla crear AR borradores faltantes para órdenes comerciales elegibles. La migración es una capacidad de soporte, no un paso diario ni una acción a ejecutar durante esta auditoría.;"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-01 para la variante indicada; no bloquea otras comprobaciones."
CFG-13;Media;Completar cobertura funcional;"Consulta de acciones recientes. Componente TablaLogs y servicio existen, pero no tienen entrada desde Configuración/rutas; registro durable no prueba consulta funcional reciente.";Admin o permiso configuracion;"configuracion_sistema; areas_trabajo; cuentas_bancarias; catálogos constantes";"Se ven momento, usuario, acción y orden de las últimas 60 entradas presentadas; persistencia histórica durable se valida aparte si la versión objetivo la ofrece.";"E2E-21: Se ven momento, usuario, acción y orden de las últimas 60 entradas presentadas; persistencia histórica durable se valida aparte si la versión objetivo la ofrece.";Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver la brecha documentada antes de aceptar el resultado integral.
TRA-01;Media;Completar cobertura funcional;"Períodos de consulta. Dashboard tiene períodos, Planeación rangos y otros módulos filtros propios; falta catálogo temporal uniforme en Clientes/RFQ/Órdenes/CxC/Gastos con contexto conservado.";Todos según su permiso y asignación;Cadena comercial/productiva/financiera y catálogos;"Se pueden seleccionar todo, hoy, semana actual/anterior, mes actual/anterior, trimestre actual/anterior y año; se informa el período aplicado y se puede limpiar.";"E2E-06: Se pueden seleccionar todo, hoy, semana actual/anterior, mes actual/anterior, trimestre actual/anterior y año; se informa el período aplicado y se puede limpiar.";Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver la brecha documentada antes de aceptar el resultado integral.
TRA-02;Media;Completar cobertura funcional;"Relación entre entidades. Hay claves cliente→pipeline→OP→partidas→sesiones→entregas/CxC/gastos; faltan enlaces de historial, adjuntos y CxC temprana. No hay prueba ejecutada de cadena completa.";Todos según su permiso y asignación;Cadena comercial/productiva/financiera y catálogos;"Se conserva relación cliente → RFQ/líneas → orden/partes/procesos → sesiones/archivos → AR/pagos; gastos pueden vincularse a la orden y catálogos alimentan formularios.";"E2E-07: Se conserva relación cliente → RFQ/líneas → orden/partes/procesos → sesiones/archivos → AR/pagos; gastos pueden vincularse a la orden y catálogos alimentan formularios.";"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-04,D-14 para la variante indicada; no bloquea otras comprobaciones. Resolver la brecha documentada antes de aceptar el resultado integral."
TRA-03;Media;Completar cobertura funcional;"Cancelación de formularios y consulta vacía. Formularios y vacíos ofrecen salidas parciales; no se ha recorrido cada cancelación modal, conservación de contexto y distinción de error/ausencia en todos los accesos.";Todos según su permiso y asignación;Cadena comercial/productiva/financiera y catálogos;"Se vuelve al contexto previo y se muestra una situación sin resultados comprensible; distinguir Cancelar formulario de Cancelar orden, que cambia el negocio.";"E2E-03: Se vuelve al contexto previo y se muestra una situación sin resultados comprensible; distinguir Cancelar formulario de Cancelar orden, que cambia el negocio.";Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver la brecha documentada antes de aceptar el resultado integral.
OBS-01;Media;Completar cobertura funcional;Navegación desde indicadores. Aging muestra tramos, pero no navega a documentos de 1–30 días conservando contexto. Tramo de antigüedad no se interpreta como mes calendario.;Admin / contador con permisos financieros;"cuentas_por_cobrar; pagos_ar; movimientos_saldo_favor; clientes; OP";"Con dos grupos de cartera, pulsar 1-30 días muestra solo documentos/clientes con deuda vencida entre 1 y 30 días; volver conserva el contexto. Interpretar ese tramo como antigüedad, no como mes calendario.";"E2E-26: Con dos grupos de cartera, pulsar 1-30 días muestra solo documentos/clientes con deuda vencida entre 1 y 30 días; volver conserva el contexto. Interpretar ese tramo como antigüedad, no como mes calendario.";Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver la brecha documentada antes de aceptar el resultado integral.
OBS-02;Media;Completar cobertura funcional;"Búsqueda de empresa y contacto. Prospecto usa empresa/contacto de texto libre y se promueve al ganar; falta buscar empresa existente, seleccionar contacto y alta contextual sin duplicar.";Admin / vendedor / gerente según permiso;"pipeline; cotizacion_lineas; clientes; ordenes_produccion";"Buscar una empresa existente, elegir su contacto y luego crear otra desde el mismo formulario; la nueva ficha queda disponible en Clientes y seleccionada, sin duplicar la empresa al cambiar contacto.";"E2E-34: Buscar una empresa existente, elegir su contacto y luego crear otra desde el mismo formulario; la nueva ficha queda disponible en Clientes y seleccionada, sin duplicar la empresa al cambiar contacto.";Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver la brecha documentada antes de aceptar el resultado integral.
OBS-03;Media;Completar cobertura funcional;"Seguimiento del prospecto. Etapas prospecto/contactado y alertas disponibles; faltan próxima acción de llamada/seguimiento editable y su consulta como agenda.";Admin / vendedor / gerente según permiso;"pipeline; cotizacion_lineas; clientes; ordenes_produccion";"Crear prospecto no contactado con acción de llamada; registrar contacto y nueva acción; ambas situaciones quedan claras y el seguimiento pendiente se puede consultar.";"E2E-34: Crear prospecto no contactado con acción de llamada; registrar contacto y nueva acción; ambas situaciones quedan claras y el seguimiento pendiente se puede consultar.";Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver la brecha documentada antes de aceptar el resultado integral.
OBS-04;Media;Completar cobertura funcional;Necesidad completa y varias solicitudes. Tipos admiten líneas, pero formulario de cotización no tiene entrada desde oportunidad y carece de área/espesor/asignación y descripción general completa.;Admin / vendedor / gerente según permiso;"pipeline; cotizacion_lineas; clientes; ordenes_produccion";"Crear dos solicitudes de distinta área en una oportunidad; conservar descripción y asignación técnica de cada una y los campos generales al guardar/reabrir.";"E2E-34: Crear dos solicitudes de distinta área en una oportunidad; conservar descripción y asignación técnica de cada una y los campos generales al guardar/reabrir.";Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver la brecha documentada antes de aceptar el resultado integral.
OBS-05;Alta;Completar cobertura funcional;"Distribución por estaciones y procesos. Programación por recurso/secuencia existe; no se distribuyen ni muestran automáticamente actividades por estación al crear el pedido, ni se ve enlace al detalle global desde cada cola.";Operador PIN / gerente o admin con sesión administrativa;"partidas; programacion_areas; sesiones_trabajo; registros_avance_partida; notas_entrega";"Una orden con corte y carpintería aparece en ambas colas con solo las actividades relevantes y permite volver a su detalle general; no duplica la venta ni la orden.";"E2E-35: Una orden con corte y carpintería aparece en ambas colas con solo las actividades relevantes y permite volver a su detalle general; no duplica la venta ni la orden.";"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-13 para la variante indicada; no bloquea otras comprobaciones. Resolver la brecha documentada antes de aceptar el resultado integral."
OBS-06;Alta;Completar cobertura funcional;"Planos múltiples utilizables en taller. Acción adjuntar existe sin UI de Pipeline; piso no muestra planos múltiples/versiones y descarga contextual de OP.";"Administración / producción; cliente destinatario sin portal";"notas_entrega; partidas_nota_entrega; archivos; configuración de empresa/plantillas";"Adjuntar dos planos, abrir la orden desde taller, consultar ambos y descargar una copia legible; los cambios de archivo se identifican en el contexto de la orden.";"E2E-35: Adjuntar dos planos, abrir la orden desde taller, consultar ambos y descargar una copia legible; los cambios de archivo se identifican en el contexto de la orden.";"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-14 para la variante indicada; no bloquea otras comprobaciones. Resolver la brecha documentada antes de aceptar el resultado integral."
OBS-07;Alta;Completar cobertura funcional;"Cotizaciones integradas al pipeline. Existe formulario y almacenamiento de líneas; faltan acceso contextual desde oportunidad, calculadora técnica y vista de cotizaciones conectada.";Responsable comercial / cotizador;"cotizacion_lineas; configuracion_sistema.tarifas_json; geometría no localizada";Desde oportunidad crear una cotización, abrir su calculadora, guardar y verla tanto en la oportunidad como en la sección Cotizaciones sin recapturar datos.;E2E-34: Desde oportunidad crear una cotización, abrir su calculadora, guardar y verla tanto en la oportunidad como en la sección Cotizaciones sin recapturar datos.;"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-12 para la variante indicada; no bloquea otras comprobaciones. Resolver la brecha documentada antes de aceptar el resultado integral."
OBS-08;Media;Completar cobertura funcional;Desglose de lo solicitado. Planeación selecciona partida por etiqueta y recurso, pero tabla no muestra pedido/material/cantidad/proceso/avance/pendientes ni abre desglose completo.;Admin / gerente con permiso de planeación;"recursos_planeacion; capacidad; excepciones; programacion_areas; partidas";"Abrir una partida desde Planeación y reconocer pedido, material, cantidad, proceso actual, avance y pendientes; mostrar explícitamente datos aún por definir.";"E2E-35: Abrir una partida desde Planeación y reconocer pedido, material, cantidad, proceso actual, avance y pendientes; mostrar explícitamente datos aún por definir.";"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-15 para la variante indicada; no bloquea otras comprobaciones. Resolver la brecha documentada antes de aceptar el resultado integral."
OBS-09;Alta;Completar cobertura funcional;"Asignación inequívoca del trabajo. Piso se limita a partidas asignadas y SQL revalida operador; una sola asignación por partida no expresa cada responsable por proceso ni se ve el reparto completo.";Operador PIN / gerente o admin con sesión administrativa;"partidas; programacion_areas; sesiones_trabajo; registros_avance_partida; notas_entrega";"Un operador de corte puede actuar sobre su actividad; otro sin asignación no puede apropiársela; ambos identifican claramente qué deben hacer y quién atiende los otros procesos.";"E2E-20, E2E-35: Un operador de corte puede actuar sobre su actividad; otro sin asignación no puede apropiársela; ambos identifican claramente qué deben hacer y quién atiende los otros procesos.";"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-13 para la variante indicada; no bloquea otras comprobaciones. Resolver la brecha documentada antes de aceptar el resultado integral."
OBS-10;Media;Completar cobertura funcional;"Parciales de producción y entrega. Acumulado por partida y entregas independientes existen; no hay avance por proceso previo a la última secuencia ni documento imprimible de entrega parcial. Caso 4+6 pendiente en BD de prueba.";Operador PIN / gerente o admin con sesión administrativa;"partidas; programacion_areas; sesiones_trabajo; registros_avance_partida; notas_entrega";"Para meta 10, registrar 4 y luego 6 conserva el acumulado sin cerrar anticipadamente; si se activa entrega parcial, documentar 4 entregadas/6 pendientes independientemente del avance de fabricación.";"E2E-37: Para meta 10, registrar 4 y luego 6 conserva el acumulado sin cerrar anticipadamente; si se activa entrega parcial, documentar 4 entregadas/6 pendientes independientemente del avance de fabricación.";"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-05 para la variante indicada; no bloquea otras comprobaciones. Resolver la brecha documentada antes de aceptar el resultado integral."
OBS-11;Media;Completar cobertura funcional;"Historial comercial y operativo navegable. Ficha cliente contiene placeholder de historial; notas de sesión no se agregan a una cadena navegable cliente→cotización→orden.";Admin / vendedor con permiso ver_clientes;"clientes; documentos_cliente; CxC para consumo y crédito";"Abrir cliente, entrar a una cotización histórica y su orden; guardar una nota de sesión y comprobar que se consulta en el historial sin volver a escribirla.";"E2E-36: Abrir cliente, entrar a una cotización histórica y su orden; guardar una nota de sesión y comprobar que se consulta en el historial sin volver a escribirla.";"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-14 para la variante indicada; no bloquea otras comprobaciones. Resolver la brecha documentada antes de aceptar el resultado integral."
OBS-12;Alta;Completar cobertura funcional;"Descuento automático de existencias. Consumo explícito descuenta existencias mediante acción propia; cierre de sesión no ajusta automáticamente consumo real restante ni registra material/merma al final.";Operador PIN / gerente o admin con sesión administrativa;"partidas; programacion_areas; sesiones_trabajo; registros_avance_partida; notas_entrega";"Con stock 100 y consumo real 12, finalizar deja 88 y un movimiento trazable; repetir confirmación no vuelve a descontar; si ya se consumieron 5, al final se descuentan solo los 7 restantes. Esto es requisito adicional al ZIP.";"E2E-38: Con stock 100 y consumo real 12, finalizar deja 88 y un movimiento trazable; repetir confirmación no vuelve a descontar; si ya se consumieron 5, al final se descuentan solo los 7 restantes. Esto es requisito adicional al ZIP.";"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-10 para la variante indicada; no bloquea otras comprobaciones. Resolver la brecha documentada antes de aceptar el resultado integral."
OBS-13;Media;Completar cobertura funcional;"Conformidad fiel al pedido. Nota de entrega registra partidas y cantidades; falta conformidad imprimible/recuperable con descripción fiel al pedido y diferencia entregado/pendiente.";"Administración / producción; cliente destinatario sin portal";"notas_entrega; partidas_nota_entrega; archivos; configuración de empresa/plantillas";"Con pedido de dos partidas, la conformidad muestra ambas y sus cantidades; imprimir/guardar permite recuperar el documento; las diferencias y pendientes de una entrega parcial se distinguen.";"E2E-23, E2E-37: Con pedido de dos partidas, la conformidad muestra ambas y sus cantidades; imprimir/guardar permite recuperar el documento; las diferencias y pendientes de una entrega parcial se distinguen.";"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-05,D-14 para la variante indicada; no bloquea otras comprobaciones. Resolver la brecha documentada antes de aceptar el resultado integral."
OBS-14;Media;Completar cobertura funcional;Áreas, subáreas y procesos configurables. Áreas configurables no incluyen jerarquía/procesos y no alimentan todas las listas objetivo. Registrar propuesta explícita de Metal mecánica/Fabricación digital/Acabados/Externo sin darla por aprobada.;Admin o permiso configuracion;"configuracion_sistema; areas_trabajo; cuentas_bancarias; catálogos constantes";Crear/editar áreas y subáreas y comprobar que se ofrecen en Comercial, Planeación y Producción. La clasificación subárea/proceso/estación debe acordarse sin perder los nombres ni crear duplicados semánticos.;E2E-31: Crear/editar áreas y subáreas y comprobar que se ofrecen en Comercial, Planeación y Producción. La clasificación subárea/proceso/estación debe acordarse sin perder los nombres ni crear duplicados semánticos.;"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-13 para la variante indicada; no bloquea otras comprobaciones. Resolver la brecha documentada antes de aceptar el resultado integral."
OBS-15;Alta;Completar cobertura funcional;Origen comercial y tablero de órdenes. Aprobar oportunidad genera OP, pero /ordenes mantiene alta manual ordinaria y no existe marca TI sin venta. La excepción histórica queda pendiente y separada.;Admin / responsable de producción;"ordenes_produccion; partidas_orden_produccion; pipeline; programacion_areas";"Aprobar oportunidad produce una OP y la muestra en el tablero; no se ofrece alta productiva ordinaria desconectada de Comercial; una orden interna queda señalizada y sin venta. El ingreso histórico requiere decisión explícita como excepción de migración.";"E2E-36: Aprobar oportunidad produce una OP y la muestra en el tablero; no se ofrece alta productiva ordinaria desconectada de Comercial; una orden interna queda señalizada y sin venta. El ingreso histórico requiere decisión explícita como excepción de migración.";"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-01 para la variante indicada; no bloquea otras comprobaciones. Resolver la brecha documentada antes de aceptar el resultado integral."
OBS-16;Media;Completar cobertura funcional;"Acciones y estados consistentes. Transiciones con cancelación motivada y condición de completar existen; Programada sin agenda y pausa de OP versus sesión requieren consistencia de filtros/efectos entre entradas.";Admin / responsable de producción;"ordenes_produccion; partidas_orden_produccion; pipeline; programacion_areas";"Programar, iniciar, pausar y reanudar una orden cambia su pertenencia a filtros; cancelar conserva motivo/historial y la retira de activos; completar exige regla de finalización y no equivale a cancelar.";"E2E-36: Programar, iniciar, pausar y reanudar una orden cambia su pertenencia a filtros; cancelar conserva motivo/historial y la retira de activos; completar exige regla de finalización y no equivale a cancelar.";"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-03,D-06 para la variante indicada; no bloquea otras comprobaciones. Resolver la brecha documentada antes de aceptar el resultado integral."
OBS-17;Media;Completar cobertura funcional;"Comentarios por orden. Comentarios por entidad funcionan como contratos/acciones simuladas; Pipeline usa entidad cotizacion y Órdenes usa orden. Producción no monta hilo de orden ni existe acceso transversal al mismo comentario.";Admin / responsable de producción;"ordenes_produccion; partidas_orden_produccion; pipeline; programacion_areas";"Añadir comentario a una orden y recuperarlo al abrirla desde Comercial, Órdenes y Producción según permisos; otra orden no recibe ese comentario.";"E2E-36: Añadir comentario a una orden y recuperarlo al abrirla desde Comercial, Órdenes y Producción según permisos; otra orden no recibe ese comentario.";"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-14 para la variante indicada; no bloquea otras comprobaciones. Resolver la brecha documentada antes de aceptar el resultado integral."
OBS-18;Media;Completar cobertura funcional;"Programar partida comprensible. Formulario usa etiquetas de partida y recurso sin exigir UUID; falta resumen comprensible del pedido/resultado y acceso contextual en calendario. Se propone explicarlo, no eliminar capacidad.";Admin / gerente con permiso de planeación;"recursos_planeacion; capacidad; excepciones; programacion_areas; partidas";"Una persona programa sin introducir IDs internos y ve resumen previo y resultado en calendario. Se adopta como propuesta explicar la acción; eliminar definitivamente el formulario es alternativa indicada por el usuario, no una orden simultánea.";"E2E-35: Una persona programa sin introducir IDs internos y ve resumen previo y resultado en calendario. Se adopta como propuesta explicar la acción; eliminar definitivamente el formulario es alternativa indicada por el usuario, no una orden simultánea.";"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-15 para la variante indicada; no bloquea otras comprobaciones. Resolver la brecha documentada antes de aceptar el resultado integral."
OBS-19;Media;Completar cobertura funcional;"Horario, capacidad y sobrecarga. SQL bloquea sobrecarga por recurso/fecha/turno; falta horario específico por operador, comprobación conjunta y propuesta automática de siguiente día hábil con hueco.";Admin / gerente con permiso de planeación;"recursos_planeacion; capacidad; excepciones; programacion_areas; partidas";"Asignar 5 h y 3 h deja 0 h; intentar otra hora se bloquea sin guardar; proponer siguiente día hábil con hueco y confirmar deja la orden allí. No mantener Asignar de todas formas como vía ordinaria.";"E2E-22: Asignar 5 h y 3 h deja 0 h; intentar otra hora se bloquea sin guardar; proponer siguiente día hábil con hueco y confirmar deja la orden allí. No mantener Asignar de todas formas como vía ordinaria.";"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-02 para la variante indicada; no bloquea otras comprobaciones. Resolver la brecha documentada antes de aceptar el resultado integral."
OBS-20;Media;Completar cobertura funcional;"Área como filtro principal y flujo completo. Fin de sesión y entrega son hechos separados, pero falta filtro de área visible en Producción y conformidad descargable; actividad multicentro necesita pruebas por cada proceso.";Operador PIN / gerente o admin con sesión administrativa;"partidas; programacion_areas; sesiones_trabajo; registros_avance_partida; notas_entrega";"Una orden multiárea se encuentra por cada área; cerrar una sesión incompleta no la entrega; el cierre completo habilita entrega y descarga de conformidad.";"E2E-35: Una orden multiárea se encuentra por cada área; cerrar una sesión incompleta no la entrega; el cierre completo habilita entrega y descarga de conformidad.";"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-05,D-13 para la variante indicada; no bloquea otras comprobaciones. Resolver la brecha documentada antes de aceptar el resultado integral."
