ID;Origen;Modulo_base;Capacidad_base;Fuente_base;Resultado_exigido;Actor_objetivo;Puntos_entrada_revisados;Operacion_disparador;Datos_relacionados;Regla_estado_y_resultado_objetivo;Evidencia_codigo;Evidencia_ejecutada_local;Evidencia_funcional_E2E;Clasificacion;Motivo;Siguiente_prueba_necesaria;Dependencia;Decisiones_relacionadas
CFG-11;B;Configuración;Catálogos iniciales de referencia;"src/App.jsx:31-44;77-83";"Se reconocen Láser Fibra, Láser CO2, Dobladora, CNC Router y Fabricación, con capacidad/color en datos; áreas por defecto Sheet Metal, Taller, Acabados y EXT. No se evidencia un formulario completo de CRUD de máquinas.";Admin o permiso configuracion;/configuracion: Empresa, Tarifas/TC, Áreas, Cuentas, Plantillas;se evalúa el alcance de máquinas y estaciones;"configuracion_sistema; areas_trabajo; cuentas_bancarias; catálogos constantes";"Recursos, áreas y capacidades tienen modelo propio; equivalencia de nombres y equipos de referencia requiere mapa de negocio y datos de prueba, no copiar constantes.";"src/modulos/planeacion/tipos/planeacion.ts:5; src/modulos/configuracion/componentes/pestana-areas-trabajo.tsx:20; src/modulos/planeacion/componentes/calendario-planeacion.tsx:183";Sin caso local específico ejecutado para este requisito.;"No ejecutada en navegador/BD de prueba; persistencia y segunda sesión pendientes.";cobertura parcial;"Recursos, áreas y capacidades tienen modelo propio; equivalencia de nombres y equipos de referencia requiere mapa de negocio y datos de prueba, no copiar constantes.";"E2E-31: Se reconocen Láser Fibra, Láser CO2, Dobladora, CNC Router y Fabricación, con capacidad/color en datos; áreas por defecto Sheet Metal, Taller, Acabados y EXT. No se evidencia un formulario completo de CRUD de máquinas.";"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-13 para la variante indicada; no bloquea otras comprobaciones. Resolver la brecha documentada antes de aceptar el resultado integral.";D-13
CFG-12;B;Configuración;Consolidación de datos heredados;"src/App.jsx:2907-2980;3052-3064";La interfaz presenta conteos y confirmación, guarda registros actuales/configuración y contempla crear AR borradores faltantes para órdenes comerciales elegibles. La migración es una capacidad de soporte, no un paso diario ni una acción a ejecutar durante esta auditoría.;Admin o permiso configuracion;/configuracion: Empresa, Tarifas/TC, Áreas, Cuentas, Plantillas;un administrador usa la herramienta de sincronización de datos;"configuracion_sistema; areas_trabajo; cuentas_bancarias; catálogos constantes";"No se encontró consolidación histórica de negocio con previsualización y reconciliación de AR; migraciones SQL de estructura no equivalen a esa capacidad. Decidir soporte histórico.";"src/modulos/configuracion/componentes/operacion-configuracion.tsx:16; src/modulos/ordenes/componentes/formulario-orden.tsx:136; src/modulos/cobranza/acciones/abrir-cuenta-por-cobrar.ts:16";Sin caso local específico ejecutado para este requisito.;"No ejecutada en navegador/BD de prueba; persistencia y segunda sesión pendientes.";decisión pendiente;"No se encontró consolidación histórica de negocio con previsualización y reconciliación de AR; migraciones SQL de estructura no equivalen a esa capacidad. Decidir soporte histórico.";E2E-14: La interfaz presenta conteos y confirmación, guarda registros actuales/configuración y contempla crear AR borradores faltantes para órdenes comerciales elegibles. La migración es una capacidad de soporte, no un paso diario ni una acción a ejecutar durante esta auditoría.;"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-01 para la variante indicada; no bloquea otras comprobaciones.";D-01
CFG-13;B;Configuración;Consulta de acciones recientes;"src/App.jsx:3252-3258;3315-3316;3459-3460";"Se ven momento, usuario, acción y orden de las últimas 60 entradas presentadas; persistencia histórica durable se valida aparte si la versión objetivo la ofrece.";Admin o permiso configuracion;/configuracion: Empresa, Tarifas/TC, Áreas, Cuentas, Plantillas;hay movimientos en la bitácora de sesión;"configuracion_sistema; areas_trabajo; cuentas_bancarias; catálogos constantes";"Componente TablaLogs y servicio existen, pero no tienen entrada desde Configuración/rutas; registro durable no prueba consulta funcional reciente.";"src/modulos/auditoria/componentes/tabla-logs.tsx:27; src/modulos/configuracion/componentes/operacion-configuracion.tsx:16";Sin caso local específico ejecutado para este requisito.;"No ejecutada en navegador/BD de prueba; persistencia y segunda sesión pendientes.";cobertura parcial;"Componente TablaLogs y servicio existen, pero no tienen entrada desde Configuración/rutas; registro durable no prueba consulta funcional reciente.";"E2E-21: Se ven momento, usuario, acción y orden de las últimas 60 entradas presentadas; persistencia histórica durable se valida aparte si la versión objetivo la ofrece.";Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver la brecha documentada antes de aceptar el resultado integral.;
TRA-01;B;Funciones transversales;Períodos de consulta;"src/App.jsx:531-560;1218;1655;2246;2793";"Se pueden seleccionar todo, hoy, semana actual/anterior, mes actual/anterior, trimestre actual/anterior y año; se informa el período aplicado y se puede limpiar.";Todos según su permiso y asignación;"Entradas combinadas de los módulos; ver mapa de accesos";un módulo ofrece filtro de período;Cadena comercial/productiva/financiera y catálogos;"Dashboard tiene períodos, Planeación rangos y otros módulos filtros propios; falta catálogo temporal uniforme en Clientes/RFQ/Órdenes/CxC/Gastos con contexto conservado.";"src/modulos/dashboard/componentes/filtro-periodo-global.tsx:39; src/modulos/planeacion/componentes/calendario-planeacion.tsx:183; src/modulos/pipeline/componentes/tablero-kanban.tsx:34; src/modulos/ordenes/componentes/tabla-ordenes.tsx:188";unitarias/dashboard-esquemas (9 casos aprobados). Detalle en evidencias/casos-locales.csv. Solo evidencia parcial local, sin flujo persistido.;"No ejecutada en navegador/BD de prueba; persistencia y segunda sesión pendientes.";cobertura parcial;"Dashboard tiene períodos, Planeación rangos y otros módulos filtros propios; falta catálogo temporal uniforme en Clientes/RFQ/Órdenes/CxC/Gastos con contexto conservado.";"E2E-06: Se pueden seleccionar todo, hoy, semana actual/anterior, mes actual/anterior, trimestre actual/anterior y año; se informa el período aplicado y se puede limpiar.";Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver la brecha documentada antes de aceptar el resultado integral.;
TRA-02;B;Funciones transversales;Relación entre entidades;"src/App.jsx:979;1063-1114;1516-1517;2137;2620;3432-3460";"Se conserva relación cliente → RFQ/líneas → orden/partes/procesos → sesiones/archivos → AR/pagos; gastos pueden vincularse a la orden y catálogos alimentan formularios.";Todos según su permiso y asignación;"Entradas combinadas de los módulos; ver mapa de accesos";se sigue un trabajo de extremo a extremo;Cadena comercial/productiva/financiera y catálogos;"Hay claves cliente→pipeline→OP→partidas→sesiones→entregas/CxC/gastos; faltan enlaces de historial, adjuntos y CxC temprana. No hay prueba ejecutada de cadena completa.";"supabase/migrations/20260911000003_auditoria_cobranza_pipeline.sql:487; src/modulos/produccion/servicios/tablero-produccion-servicio.ts:42; src/modulos/cobranza/servicios/cobranza-servicio.ts:40; src/modulos/clientes/componentes/ficha-cliente.tsx:112";unitarias/pipeline-marcar-ganada-orden (3 casos aprobados). Detalle en evidencias/casos-locales.csv. Solo evidencia parcial local, sin flujo persistido.;"No ejecutada en navegador/BD de prueba; persistencia y segunda sesión pendientes.";cobertura parcial;"Hay claves cliente→pipeline→OP→partidas→sesiones→entregas/CxC/gastos; faltan enlaces de historial, adjuntos y CxC temprana. No hay prueba ejecutada de cadena completa.";"E2E-07: Se conserva relación cliente → RFQ/líneas → orden/partes/procesos → sesiones/archivos → AR/pagos; gastos pueden vincularse a la orden y catálogos alimentan formularios.";"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-04,D-14 para la variante indicada; no bloquea otras comprobaciones. Resolver la brecha documentada antes de aceptar el resultado integral.";D-04,D-14
TRA-03;B;Funciones transversales;Cancelación de formularios y consulta vacía;"src/App.jsx:413;1437;1964;2573;2894";"Se vuelve al contexto previo y se muestra una situación sin resultados comprensible; distinguir Cancelar formulario de Cancelar orden, que cambia el negocio.";Todos según su permiso y asignación;"Entradas combinadas de los módulos; ver mapa de accesos";se cancela un modal sin guardar o una búsqueda no tiene resultados;Cadena comercial/productiva/financiera y catálogos;"Formularios y vacíos ofrecen salidas parciales; no se ha recorrido cada cancelación modal, conservación de contexto y distinción de error/ausencia en todos los accesos.";"src/modulos/clientes/componentes/tabla-clientes.tsx:34; src/modulos/planeacion/componentes/panel-asignacion-planeacion.tsx:182; src/modulos/pipeline/componentes/selector-etapa.tsx:24; src/modulos/clientes/componentes/ficha-cliente.tsx:112";unitarias/planeacion-componentes (3 casos aprobados). Detalle en evidencias/casos-locales.csv. Solo evidencia parcial local, sin flujo persistido.;"No ejecutada en navegador/BD de prueba; persistencia y segunda sesión pendientes.";cobertura parcial;"Formularios y vacíos ofrecen salidas parciales; no se ha recorrido cada cancelación modal, conservación de contexto y distinción de error/ausencia en todos los accesos.";"E2E-03: Se vuelve al contexto previo y se muestra una situación sin resultados comprensible; distinguir Cancelar formulario de Cancelar orden, que cambia el negocio.";Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver la brecha documentada antes de aceptar el resultado integral.;
OBS-01;OBS;Dashboard;Navegación desde indicadores;Observaciones:2-3;"Con dos grupos de cartera, pulsar 1-30 días muestra solo documentos/clientes con deuda vencida entre 1 y 30 días; volver conserva el contexto. Interpretar ese tramo como antigüedad, no como mes calendario.";Admin / contador con permisos financieros;"/cobranza: listado, modal cobro/saldo, recibo; alta solo en servidor";Cada KPI, gráfico o segmento con datos abre el listado o proceso que explica su cifra, con filtro visible y contexto conservado.;"cuentas_por_cobrar; pagos_ar; movimientos_saldo_favor; clientes; OP";Aging muestra tramos, pero no navega a documentos de 1–30 días conservando contexto. Tramo de antigüedad no se interpreta como mes calendario.;"src/modulos/cobranza/componentes/tarjeta-resumen-aging.tsx:19; src/modulos/dashboard/componentes/seccion-financiera.tsx:8; src/modulos/cobranza/componentes/tabla-cuentas-por-cobrar.tsx:69";unitarias/cobranza-aging (13 casos aprobados). Detalle en evidencias/casos-locales.csv. Solo evidencia parcial local, sin flujo persistido.;"No ejecutada en navegador/BD de prueba; persistencia y segunda sesión pendientes.";cobertura parcial;Aging muestra tramos, pero no navega a documentos de 1–30 días conservando contexto. Tramo de antigüedad no se interpreta como mes calendario.;"E2E-26: Con dos grupos de cartera, pulsar 1-30 días muestra solo documentos/clientes con deuda vencida entre 1 y 30 días; volver conserva el contexto. Interpretar ese tramo como antigüedad, no como mes calendario.";Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver la brecha documentada antes de aceptar el resultado integral.;
OBS-02;OBS;Comercial;Búsqueda de empresa y contacto;Observaciones:6;"Buscar una empresa existente, elegir su contacto y luego crear otra desde el mismo formulario; la nueva ficha queda disponible en Clientes y seleccionada, sin duplicar la empresa al cambiar contacto.";Admin / vendedor / gerente según permiso;"/pipeline: Kanban, tarjeta y tabla; formulario de cotización aislado";Ofrecer búsqueda y selección de clientes/contactos vinculados y alta rápida cuando no existan, guardando en Clientes sin abandonar la oportunidad.;"pipeline; cotizacion_lineas; clientes; ordenes_produccion";"Prospecto usa empresa/contacto de texto libre y se promueve al ganar; falta buscar empresa existente, seleccionar contacto y alta contextual sin duplicar.";"src/modulos/pipeline/componentes/formulario-prospecto.tsx:22; src/modulos/pipeline/acciones/marcar-ganada.ts:26; src/modulos/clientes/componentes/formulario-cliente.tsx:87";unitarias/pipeline-marcar-ganada-orden (3 casos aprobados). Detalle en evidencias/casos-locales.csv. Solo evidencia parcial local, sin flujo persistido.;"No ejecutada en navegador/BD de prueba; persistencia y segunda sesión pendientes.";cobertura parcial;"Prospecto usa empresa/contacto de texto libre y se promueve al ganar; falta buscar empresa existente, seleccionar contacto y alta contextual sin duplicar.";"E2E-34: Buscar una empresa existente, elegir su contacto y luego crear otra desde el mismo formulario; la nueva ficha queda disponible en Clientes y seleccionada, sin duplicar la empresa al cambiar contacto.";Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver la brecha documentada antes de aceptar el resultado integral.;
OBS-03;OBS;Comercial;Seguimiento del prospecto;Observaciones:7;"Crear prospecto no contactado con acción de llamada; registrar contacto y nueva acción; ambas situaciones quedan claras y el seguimiento pendiente se puede consultar.";Admin / vendedor / gerente según permiso;"/pipeline: Kanban, tarjeta y tabla; formulario de cotización aislado";Registrar si el prospecto ya fue contactado, última interacción, siguiente acción concreta, responsable y fecha de próximo seguimiento.;"pipeline; cotizacion_lineas; clientes; ordenes_produccion";"Etapas prospecto/contactado y alertas disponibles; faltan próxima acción de llamada/seguimiento editable y su consulta como agenda.";"src/modulos/pipeline/componentes/formulario-prospecto.tsx:22; src/modulos/pipeline/componentes/selector-etapa.tsx:24; src/modulos/pipeline/componentes/tarjeta-oportunidad.tsx:52";"unitarias/pipeline-alertas (9 casos aprobados); unitarias/pipeline-transiciones (9 casos aprobados). Detalle en evidencias/casos-locales.csv. Solo evidencia parcial local, sin flujo persistido.";"No ejecutada en navegador/BD de prueba; persistencia y segunda sesión pendientes.";cobertura parcial;"Etapas prospecto/contactado y alertas disponibles; faltan próxima acción de llamada/seguimiento editable y su consulta como agenda.";"E2E-34: Crear prospecto no contactado con acción de llamada; registrar contacto y nueva acción; ambas situaciones quedan claras y el seguimiento pendiente se puede consultar.";Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver la brecha documentada antes de aceptar el resultado integral.;
OBS-04;OBS;Comercial;Necesidad completa y varias solicitudes;Observaciones:8-10;"Crear dos solicitudes de distinta área en una oportunidad; conservar descripción y asignación técnica de cada una y los campos generales al guardar/reabrir.";Admin / vendedor / gerente según permiso;"/pipeline: Kanban, tarjeta y tabla; formulario de cotización aislado";La oportunidad describe qué necesita el cliente y permite varias solicitudes/partidas con cantidades, material, área, equipo o estación, procesos, condición interna y seguimiento.;"pipeline; cotizacion_lineas; clientes; ordenes_produccion";Tipos admiten líneas, pero formulario de cotización no tiene entrada desde oportunidad y carece de área/espesor/asignación y descripción general completa.;"src/modulos/pipeline/componentes/formulario-cotizacion.tsx:72; src/modulos/pipeline/componentes/tablero-kanban.tsx:34; src/modulos/pipeline/componentes/formulario-prospecto.tsx:22";unitarias/pipeline-totales (6 casos aprobados). Detalle en evidencias/casos-locales.csv. Solo evidencia parcial local, sin flujo persistido.;"No ejecutada en navegador/BD de prueba; persistencia y segunda sesión pendientes.";cobertura parcial;Tipos admiten líneas, pero formulario de cotización no tiene entrada desde oportunidad y carece de área/espesor/asignación y descripción general completa.;"E2E-34: Crear dos solicitudes de distinta área en una oportunidad; conservar descripción y asignación técnica de cada una y los campos generales al guardar/reabrir.";Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver la brecha documentada antes de aceptar el resultado integral.;
OBS-05;OBS;Comercial a taller;Distribución por estaciones y procesos;"Observaciones:11;55";"Una orden con corte y carpintería aparece en ambas colas con solo las actividades relevantes y permite volver a su detalle general; no duplica la venta ni la orden.";Operador PIN / gerente o admin con sesión administrativa;"/produccion: Kanban/panel/entrega; /produccion-piso: control asignado";"Al generar la orden, distribuir sus partidas a las áreas/subáreas/estaciones correspondientes con procesos ordenados; conservar un único vínculo al pedido original.";"partidas; programacion_areas; sesiones_trabajo; registros_avance_partida; notas_entrega";"Programación por recurso/secuencia existe; no se distribuyen ni muestran automáticamente actividades por estación al crear el pedido, ni se ve enlace al detalle global desde cada cola.";"supabase/migrations/20260911000003_auditoria_cobranza_pipeline.sql:487; src/modulos/planeacion/componentes/panel-asignacion-planeacion.tsx:182; src/modulos/produccion/servicios/tablero-produccion-servicio.ts:42; src/modulos/produccion/componentes/kanban-produccion.tsx:60";Sin caso local específico ejecutado para este requisito.;"No ejecutada en navegador/BD de prueba; persistencia y segunda sesión pendientes.";cobertura parcial;"Programación por recurso/secuencia existe; no se distribuyen ni muestran automáticamente actividades por estación al crear el pedido, ni se ve enlace al detalle global desde cada cola.";"E2E-35: Una orden con corte y carpintería aparece en ambas colas con solo las actividades relevantes y permite volver a su detalle general; no duplica la venta ni la orden.";"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-13 para la variante indicada; no bloquea otras comprobaciones. Resolver la brecha documentada antes de aceptar el resultado integral.";D-13
OBS-06;OBS;Archivos;Planos múltiples utilizables en taller;Observaciones:12;"Adjuntar dos planos, abrir la orden desde taller, consultar ambos y descargar una copia legible; los cambios de archivo se identifican en el contexto de la orden.";"Administración / producción; cliente destinatario sin portal";"Orden de servicio sin entrada; entrega en /produccion; documentos en ficha cliente";Permitir de uno a varios adjuntos por solicitud/orden, visualización de formatos compatibles y descarga para los operadores asignados.;"notas_entrega; partidas_nota_entrega; archivos; configuración de empresa/plantillas";"Acción adjuntar existe sin UI de Pipeline; piso no muestra planos múltiples/versiones y descarga contextual de OP.";"src/modulos/pipeline/acciones/agregar-archivo-adjunto.ts:30; src/modulos/produccion/componentes/panel-operador-produccion.tsx:39; src/modulos/ordenes/componentes/control-piso-panel.tsx:42";Sin caso local específico ejecutado para este requisito.;"No ejecutada en navegador/BD de prueba; persistencia y segunda sesión pendientes.";cobertura parcial;"Acción adjuntar existe sin UI de Pipeline; piso no muestra planos múltiples/versiones y descarga contextual de OP.";"E2E-35: Adjuntar dos planos, abrir la orden desde taller, consultar ambos y descargar una copia legible; los cambios de archivo se identifican en el contexto de la orden.";"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-14 para la variante indicada; no bloquea otras comprobaciones. Resolver la brecha documentada antes de aceptar el resultado integral.";D-14
OBS-07;OBS;Cotizaciones;Cotizaciones integradas al pipeline;"Observaciones:13;34";Desde oportunidad crear una cotización, abrir su calculadora, guardar y verla tanto en la oportunidad como en la sección Cotizaciones sin recapturar datos.;Responsable comercial / cotizador;"Calculadora técnica no localizada; formulario comercial aislado; /configuracion";Disponer de sección de cotizaciones vinculadas al pipeline y crear/editar desde modal en la misma ventana, manteniendo cliente, oportunidad y contexto.;"cotizacion_lineas; configuracion_sistema.tarifas_json; geometría no localizada";"Existe formulario y almacenamiento de líneas; faltan acceso contextual desde oportunidad, calculadora técnica y vista de cotizaciones conectada.";"src/modulos/pipeline/componentes/formulario-cotizacion.tsx:72; src/modulos/pipeline/componentes/tablero-kanban.tsx:34; src/modulos/pipeline/componentes/tabla-oportunidades.tsx:23";unitarias/pipeline-totales (6 casos aprobados). Detalle en evidencias/casos-locales.csv. Solo evidencia parcial local, sin flujo persistido.;"No ejecutada en navegador/BD de prueba; persistencia y segunda sesión pendientes.";cobertura parcial;"Existe formulario y almacenamiento de líneas; faltan acceso contextual desde oportunidad, calculadora técnica y vista de cotizaciones conectada.";E2E-34: Desde oportunidad crear una cotización, abrir su calculadora, guardar y verla tanto en la oportunidad como en la sección Cotizaciones sin recapturar datos.;"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-12 para la variante indicada; no bloquea otras comprobaciones. Resolver la brecha documentada antes de aceptar el resultado integral.";D-12
OBS-08;OBS;Planeación y materiales;Desglose de lo solicitado;Observaciones:16-19;"Abrir una partida desde Planeación y reconocer pedido, material, cantidad, proceso actual, avance y pendientes; mostrar explícitamente datos aún por definir.";Admin / gerente con permiso de planeación;/planeacion: rango, tabla y panel de asignación;Cada trabajo programable explica qué se solicita, descripción, materiales requeridos y desglose del estado por partida/proceso.;"recursos_planeacion; capacidad; excepciones; programacion_areas; partidas";Planeación selecciona partida por etiqueta y recurso, pero tabla no muestra pedido/material/cantidad/proceso/avance/pendientes ni abre desglose completo.;"src/modulos/planeacion/componentes/panel-asignacion-planeacion.tsx:182; src/modulos/planeacion/componentes/calendario-planeacion.tsx:183";unitarias/planeacion-componentes (3 casos aprobados). Detalle en evidencias/casos-locales.csv. Solo evidencia parcial local, sin flujo persistido.;"No ejecutada en navegador/BD de prueba; persistencia y segunda sesión pendientes.";cobertura parcial;Planeación selecciona partida por etiqueta y recurso, pero tabla no muestra pedido/material/cantidad/proceso/avance/pendientes ni abre desglose completo.;"E2E-35: Abrir una partida desde Planeación y reconocer pedido, material, cantidad, proceso actual, avance y pendientes; mostrar explícitamente datos aún por definir.";"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-15 para la variante indicada; no bloquea otras comprobaciones. Resolver la brecha documentada antes de aceptar el resultado integral.";D-15
OBS-09;OBS;Operadores;Asignación inequívoca del trabajo;"Observaciones:20-22;65-67";"Un operador de corte puede actuar sobre su actividad; otro sin asignación no puede apropiársela; ambos identifican claramente qué deben hacer y quién atiende los otros procesos.";Operador PIN / gerente o admin con sesión administrativa;"/produccion: Kanban/panel/entrega; /produccion-piso: control asignado";"Mostrar a cada operador sus trabajos y procesos, identificando centro, área, estación y responsable; contrastar identidad y asignación al iniciar o registrar avance.";"partidas; programacion_areas; sesiones_trabajo; registros_avance_partida; notas_entrega";"Piso se limita a partidas asignadas y SQL revalida operador; una sola asignación por partida no expresa cada responsable por proceso ni se ve el reparto completo.";"src/app/(piso)/produccion-piso/page.tsx:13; supabase/migrations/20260911000002_auditoria_ordenes_planeacion_produccion.sql:478; src/modulos/produccion/componentes/panel-operador-produccion.tsx:39";integracion/ordenes-acciones (5 casos aprobados). Detalle en evidencias/casos-locales.csv. Solo evidencia parcial local, sin flujo persistido.;"No ejecutada en navegador/BD de prueba; persistencia y segunda sesión pendientes.";cobertura parcial;"Piso se limita a partidas asignadas y SQL revalida operador; una sola asignación por partida no expresa cada responsable por proceso ni se ve el reparto completo.";"E2E-20, E2E-35: Un operador de corte puede actuar sobre su actividad; otro sin asignación no puede apropiársela; ambos identifican claramente qué deben hacer y quién atiende los otros procesos.";"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-13 para la variante indicada; no bloquea otras comprobaciones. Resolver la brecha documentada antes de aceptar el resultado integral.";D-13
OBS-10;OBS;Producción;Parciales de producción y entrega;Observaciones:23;"Para meta 10, registrar 4 y luego 6 conserva el acumulado sin cerrar anticipadamente; si se activa entrega parcial, documentar 4 entregadas/6 pendientes independientemente del avance de fabricación.";Operador PIN / gerente o admin con sesión administrativa;"/produccion: Kanban/panel/entrega; /produccion-piso: control asignado";Soportar avances parciales acumulados por parte/proceso. Separar el concepto de entrega parcial al cliente y habilitarlo si esa es la acepción confirmada de la observación.;"partidas; programacion_areas; sesiones_trabajo; registros_avance_partida; notas_entrega";"Acumulado por partida y entregas independientes existen; no hay avance por proceso previo a la última secuencia ni documento imprimible de entrega parcial. Caso 4+6 pendiente en BD de prueba.";"supabase/migrations/20260911000002_auditoria_ordenes_planeacion_produccion.sql:674; src/modulos/produccion/servicios/tablero-produccion-servicio.ts:42; src/modulos/produccion/componentes/formulario-nota-entrega.tsx:26";"unitarias/ordenes-avance (2 casos aprobados); integracion/produccion-sesiones (6 casos aprobados). Detalle en evidencias/casos-locales.csv. Solo evidencia parcial local, sin flujo persistido.";"No ejecutada en navegador/BD de prueba; persistencia y segunda sesión pendientes.";cobertura parcial;"Acumulado por partida y entregas independientes existen; no hay avance por proceso previo a la última secuencia ni documento imprimible de entrega parcial. Caso 4+6 pendiente en BD de prueba.";"E2E-37: Para meta 10, registrar 4 y luego 6 conserva el acumulado sin cerrar anticipadamente; si se activa entrega parcial, documentar 4 entregadas/6 pendientes independientemente del avance de fabricación.";"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-05 para la variante indicada; no bloquea otras comprobaciones. Resolver la brecha documentada antes de aceptar el resultado integral.";D-05
OBS-11;OBS;Clientes;Historial comercial y operativo navegable;"Observaciones:25-27;33";"Abrir cliente, entrar a una cotización histórica y su orden; guardar una nota de sesión y comprobar que se consulta en el historial sin volver a escribirla.";Admin / vendedor con permiso ver_clientes;/clientes: listado, modal alta/edición, ficha;"La ficha del cliente reúne cotizaciones anteriores, órdenes, entregas y notas generadas por operadores, con enlaces a sus registros originales; las notas aparecen automáticamente vinculadas.";"clientes; documentos_cliente; CxC para consumo y crédito";"Ficha cliente contiene placeholder de historial; notas de sesión no se agregan a una cadena navegable cliente→cotización→orden.";"src/modulos/clientes/componentes/ficha-cliente.tsx:112; src/modulos/produccion/componentes/operacion-produccion.tsx:27; src/modulos/produccion/servicios/tablero-produccion-servicio.ts:42";Sin caso local específico ejecutado para este requisito.;"No ejecutada en navegador/BD de prueba; persistencia y segunda sesión pendientes.";no cubierta en el alcance revisado;"Ficha cliente contiene placeholder de historial; notas de sesión no se agregan a una cadena navegable cliente→cotización→orden.";"E2E-36: Abrir cliente, entrar a una cotización histórica y su orden; guardar una nota de sesión y comprobar que se consulta en el historial sin volver a escribirla.";"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-14 para la variante indicada; no bloquea otras comprobaciones. Resolver la brecha documentada antes de aceptar el resultado integral.";D-14
OBS-12;OBS;Inventario;Descuento automático de existencias;Observaciones:28-29;"Con stock 100 y consumo real 12, finalizar deja 88 y un movimiento trazable; repetir confirmación no vuelve a descontar; si ya se consumieron 5, al final se descuentan solo los 7 restantes. Esto es requisito adicional al ZIP.";Operador PIN / gerente o admin con sesión administrativa;"/produccion: Kanban/panel/entrega; /produccion-piso: control asignado";"Al confirmar finalización de producción, registrar consumo de material asociado a orden/partida y actualizar existencias; tratar reservas, consumos previos y parciales sin descontar dos veces.";"partidas; programacion_areas; sesiones_trabajo; registros_avance_partida; notas_entrega";"Consumo explícito descuenta existencias mediante acción propia; cierre de sesión no ajusta automáticamente consumo real restante ni registra material/merma al final.";"src/modulos/ordenes/acciones/registrar-consumo.ts:22; src/modulos/ordenes/componentes/control-piso-panel.tsx:42; supabase/migrations/20260911000002_auditoria_ordenes_planeacion_produccion.sql:547";"unitarias/ordenes-calculos (21 casos aprobados); unitarias/ordenes-servicio (7 casos aprobados). Detalle en evidencias/casos-locales.csv. Solo evidencia parcial local, sin flujo persistido.";"No ejecutada en navegador/BD de prueba; persistencia y segunda sesión pendientes.";cobertura parcial;"Consumo explícito descuenta existencias mediante acción propia; cierre de sesión no ajusta automáticamente consumo real restante ni registra material/merma al final.";"E2E-38: Con stock 100 y consumo real 12, finalizar deja 88 y un movimiento trazable; repetir confirmación no vuelve a descontar; si ya se consumieron 5, al final se descuentan solo los 7 restantes. Esto es requisito adicional al ZIP.";"Entorno de prueba aislado, usuarios ficticios por rol, datos preparados y servicio correspondiente. Resolver D-10 para la variante indicada; no bloquea otras comprobaciones. Resolver la brecha documentada antes de aceptar el resultado integral.";D-10
